patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
f7ff88d4-b509-408a-ac98-8bca51397c06,Hưng Đặng,737060301415,year:1977,0864714432,vpham@example.net,"697 Trần Số, JanePhường, 977152",Tieu duong,8.29,Phương Xuân Nguyễn,04/03/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Thảo Nguyễn,831983333827,year:1996,0830714024,gmai@example.org,"093 John Khu, JohnPhường, 767460",Tim mach,11.98,Hải Dương,04/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Khoa Vũ,847673830302,year:1939,0995280074,johnvu@example.com,"5 John Ngõ, JohnQuận, 281772",Tim mach,3.88,Quang Đức Mai,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Hải Trần,050168866424,year:1967,0807516614,john12@example.org,"067 Jane Số, Thành phố JohnThành phố, 173506",Huyet ap cao,7.32,Quý cô Hồng Trần,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Cô Hải Phạm,170001277832,year:1947,0910370369,janehoang@example.org,"43 Lê Dãy, JohnPhường, 352922",Khoe manh,8.7,Chị Nhật Dương,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Chị Khoa Lê,566458678852,year:1967,0957157597,wvu@example.com,"32 Hoàng Đường, Thành phố JanePhường, 620037",Khoe manh,8.57,Cô Nhật Vũ,26/03/2026
a091e5b4-d293-4e6e-bf4d-093033b0fb53,Cô Ngọc Phạm,380691458666,year:1947,0379992174,jane02@example.com,"434 Mai Dãy, JohnHuyện, 289686",Khoe manh,11.69,Quý cô Lan Dương,20/01/2026
891f4683-de12-4bf1-893d-6196c926a021,Hoàng Đặng,886056824125,year:2001,0904234001,john65@example.com,"Huyện JaneQuận, 57 John Dãy, 718413",Khoe manh,8.17,Lâm Hoàng,06/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Vũ Đức Dương,430410205042,year:1979,0586164789,duongjohn@example.net,"4 Trần Hẻm, Quận JaneXã, 596378",Tieu duong,10.09,Quý cô Duyên Trần,08/02/2026
08775804-3fde-4814-8ec0-ad4bd6441a9d,An Nguyễn,152697531838,year:1972,0754551835,johnbui@example.net,"762 John Ngõ, JaneQuận, 472088",Tim mach,8.37,Bà Nhật Nguyễn,06/01/2026
da9408c0-29b4-4cb1-8cb5-ee5c62f5f7c2,Bác Trung Phạm,886153830436,year:1963,0370818848,tnguyen@example.net,"23 Jane Khu, Thành phố JohnQuận, 681254",Tieu duong,6.92,Hà Mai,01/04/2026
d30608be-8548-467b-ad5c-ba244d59616b,Anh Tấn Phạm,265212833933,year:2004,0306287397,jane29@example.com,"711 Nguyễn Khu, Thành phố JohnPhường, 400723",Huyet ap cao,8.31,Bà Duyên Bùi,05/01/2026
4bacbedf-ff5a-429e-bf53-d344a7c854e4,Ông Tùng Nguyễn,678343474570,year:1988,0898061799,pvu@example.com,"690 Phạm Làng, Thành phố JohnThành phố, 439250",Tieu duong,6.66,Cô Lâm Lê,05/02/2026
55ec024a-e64b-4b37-ae01-a122f269921c,Thảo Vũ,910344548186,year:1965,0909769601,jane49@example.com,"1 Đặng Làng, JohnThị xã, 681310",Khoe manh,9.4,Chị Thảo Bùi,21/03/2026
e8184f34-e491-4f7d-91c4-6efcfcb896bb,Chị Hà Vũ,111509338698,year:1946,0934756386,janebui@example.org,"860 John Làng, JohnThị xã, 508414",Tim mach,9.64,Chị Khoa Đặng,01/01/2026
bb0c7919-330c-4ff5-88a5-fa0d09a85dc5,Chi Nguyễn,580561065683,year:1961,0974196095,lejane@example.net,"98 Dương Số, JaneXã, 881326",Tim mach,10.12,Bà Hồng Hoàng,08/03/2026
5bf7dda1-7d7c-49a5-a6c1-1650ff02f5b0,Chị Mai Lê,216782522545,year:1937,0535820706,johnle@example.org,"763 Jane Đường, JaneXã, 722475",Tim mach,4.62,Quý ông Hoàng Mai,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Minh Tấn Đặng,021284441131,year:1976,0335087709,jane56@example.com,"286 Bùi Tổ, Thị xã JaneThị xã, 561132",Tieu duong,8.94,Quý cô Hương Đặng,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Quang Hữu Bùi,798274817871,year:1963,0510154575,duongjane@example.com,"77 Đặng Ngõ, Thành phố JaneThành phố, 176753",Khoe manh,4.49,Quý cô Vân Phạm,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Chị Chi Phạm,353265155834,year:1993,0568417115,janeduong@example.com,"27 Trần Ngõ, Quận JaneThị xã, 990293",Tim mach,7.95,Bà Lan Nguyễn,03/04/2026
e2d903c8-a61a-4d8e-abf7-240fccc62fed,Nhật Bùi,551758200599,year:1957,0722902599,ldang@example.net,"07 Jane Làng, Quận JanePhường, 465438",Tieu duong,5.58,An Trí Vũ,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Chị Chi Nguyễn,993645962256,year:1948,0518742308,johntran@example.com,"303 Jane Số, JaneThị xã, 571876",Huyet ap cao,10.34,Phương Trí Bùi,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Quý ông Bảo Vũ,418718098682,year:1997,0821111951,jane81@example.org,"296 Jane Tổ, JaneQuận, 141398",Khoe manh,11.98,Ông Minh Lê,28/04/2026
4dfa21be-a335-42c8-9e7b-1e95f692641a,Quý ông Quang Bùi,339863432813,year:1942,0830182527,jmai@example.net,"9 John Đường, JanePhường, 278846",Tieu duong,11.77,Ông Nhiên Mai,14/03/2026
e599bd3c-0bb8-4d38-9b37-ef19b3bc912f,Cô Kim Mai,029031948127,year:1949,0905050735,phamjane@example.org,"1 Trần Tổ, JohnHuyện, 467000",Huyet ap cao,5.98,Bà Hồng Nguyễn,10/01/2026
d6bca712-6ecc-4931-af70-5d018da03d88,Quý cô Nhật Vũ,329601011730,year:1952,0791629953,johndang@example.com,"8 John Khu, JohnXã, 852108",Tim mach,11.7,Cô Chi Bùi,02/03/2026
8db78572-ef7d-4821-bca0-258eb63d65d5,Hồng Hoàng,015361732351,year:1974,0364136568,john27@example.org,"75 John Hẻm, JanePhường, 264114",Tim mach,10.47,Nhiên Bảo Vũ,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Hải Hữu Phạm,783412179601,year:1957,0552905632,opham@example.com,"487 Lê Dãy, JaneXã, 821204",Tim mach,11.3,Ông Huy Vũ,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Quý cô Nhật Vũ,367164883314,year:1969,0725428277,john43@example.com,"615 Jane Dãy, Huyện JaneXã, 137520",Tim mach,5.33,Chị Bảo Hoàng,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Phúc Nguyễn,833443241261,year:1970,0904606534,uvu@example.net,"11 Jane Số, JaneHuyện, 509592",Huyet ap cao,8.96,Ngọc Phạm,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Mai Trần,754546663807,year:1980,0813454329,johnnguyen@example.org,"9 John Tổ, Huyện JanePhường, 776441",Tim mach,4.0,Bảo Lê,14/03/2026
7210045a-823c-4ef9-8d85-65ce83a9c235,Phương Tấn Bùi,152209605081,year:1978,0545260024,john43@example.com,"447 Jane Tổ, Huyện JanePhường, 208717",Tim mach,11.27,Bà Chi Phạm,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Phương Đặng,886482672470,year:1970,0839320113,johnpham@example.com,"9 Nguyễn Số, Huyện JohnPhường, 316441",Tieu duong,6.32,Vân Mai,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Quý cô Ngọc Mai,448746807872,year:1956,0579098142,johnhoang@example.org,"78 Hoàng Dãy, JohnQuận, 534697",Huyet ap cao,11.79,Bảo Trí Mai,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Chị Hải Lê,905040083798,year:1960,0820799111,maijane@example.com,"917 Jane Tổ, Quận JaneXã, 536414",Tim mach,11.33,Bà Hạnh Dương,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Quang Thế Trần,828462474535,year:1956,0767761461,jane01@example.com,"77 Vũ Ngõ, JaneXã, 992412",Tieu duong,9.62,Nhật Bảo Nguyễn,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Thành Dương,286957980369,year:1962,0900642982,john00@example.org,"62 John Ngõ, JohnXã, 981475",Tim mach,5.72,Tùng Đức Đặng,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Bà Bảo Lê,086756169449,year:1957,0517452853,janele@example.net,"68 Jane Dãy, Thành phố JaneThị xã, 422569",Tim mach,5.25,Trọng Mai,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Mai Trần,471411678649,year:1979,0882660155,btran@example.net,"982 Lê Đường, JaneThành phố, 866974",Khoe manh,5.2,Minh Mai Nguyễn,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Chị Mai Phạm,556811776105,year:1960,0323207805,johnvu@example.org,"818 Đặng Đường, JohnXã, 632298",Tieu duong,5.74,Bà Dương Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Bà Thảo Trần,898189049899,year:1955,0918031594,vujane@example.net,"96 Jane Tổ, JanePhường, 329205",Huyet ap cao,7.55,Ngọc Bùi,24/04/2026
9f8acdeb-2e8f-45a8-847a-3b7ed209383b,Hạnh Vũ,845146677032,year:1997,0305224232,hoangjane@example.org,"79 Nguyễn Ngõ, Thị xã JohnQuận, 989499",Huyet ap cao,10.59,Kim Hoàng,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Huy Trần,882841189404,year:2006,0788081358,opham@example.org,"23 Vũ Đường, JohnPhường, 552418",Tieu duong,11.36,Tú Văn Vũ,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Khoa Hữu Vũ,039826031733,year:1951,0552591151,jane98@example.net,"839 Hoàng Số, JohnHuyện, 487015",Tim mach,9.37,Linh Dương,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Thành Đức Mai,606340464853,year:2001,0362701844,john67@example.com,"50 Jane Làng, Huyện JaneHuyện, 673884",Khoe manh,5.3,Bà Thảo Hoàng,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Thảo Đặng,206071832770,year:1947,0759892323,johnhoang@example.org,"01 Nguyễn Làng, JohnThị xã, 659649",Khoe manh,3.93,Hương Bùi,27/04/2026
3b4ec9f5-b2cd-4a0a-840c-5cb082b34384,Quý ông Nam Vũ,133726137837,year:1935,0836637281,jane56@example.net,"717 Mai Dãy, Huyện JaneQuận, 786719",Tim mach,9.87,Lâm Vũ,07/02/2026
932d1648-6769-40f1-ae01-b9e0746b161a,Mai Mai,241945565676,year:1990,0360585926,cpham@example.com,"11 Vũ Tổ, JaneXã, 759257",Huyet ap cao,5.65,Khoa Quang Dương,04/04/2026
61f6dfbe-114b-4c79-8200-79f51dc3c26e,Nhiên Bùi,695064253177,year:1991,0742906555,johnbui@example.com,"1 Mai Đường, JohnXã, 412883",Tim mach,6.04,An Bùi,15/02/2026
43f19b58-df6c-4d60-bdf7-6a69bc45144a,Quý cô Lan Đặng,190893169991,year:1983,0983753296,kdang@example.com,"606 Bùi Ngõ, JohnThành phố, 201355",Tim mach,11.21,Hồng Đặng,19/03/2026
20d4ba18-93a0-4478-800b-19de38db128d,Dũng Phú Dương,317646769312,year:2000,0955776592,lejane@example.org,"1 Dương Ngõ, JohnXã, 638778",Huyet ap cao,11.55,Bảo Hoàng,17/04/2026
78aa16ea-44f7-401a-bcb5-26d7434a130e,Ông Phúc Vũ,959438555330,year:1993,0883043977,johnvu@example.org,"241 Hoàng Đường, Thành phố JohnPhường, 626267",Huyet ap cao,7.75,Anh Tùng Nguyễn,02/04/2026
6be8c756-2d36-426c-827e-789cce40483b,Khoa Nguyễn,326034540026,year:1978,0826558558,tranjohn@example.org,"357 Jane Dãy, Thành phố JohnPhường, 597853",Tieu duong,7.34,Quý ông Hoàng Đặng,19/04/2026
41f9994a-cf5d-437f-ae8d-5daa8eb7c306,Cô Hương Lê,577083225563,year:1983,0963667318,vujane@example.net,"77 John Đường, Thành phố JohnThành phố, 499674",Huyet ap cao,3.65,Hương Vũ,16/01/2026
50405c43-3a6c-4da6-97f7-d71f2978cc73,Quý ông Châu Hoàng,924656673748,year:1989,0347461087,vujane@example.net,"931 Vũ Đường, JaneThành phố, 481765",Khoe manh,11.05,Hạnh Đức Lê,17/04/2026
65a29cc8-c55b-495d-86bf-d9c40dc78104,Hải Bùi,015126296141,year:1956,0852005295,ale@example.net,"651 Dương Ngõ, Huyện JohnHuyện, 903619",Tieu duong,8.55,Trọng Hoàng Vũ,27/01/2026
8a0ec018-b297-49b2-b2cf-fcaef833ebfb,Anh Tùng Vũ,852546280543,year:1994,0791135603,janevu@example.com,"7 Jane Dãy, JaneXã, 878666",Huyet ap cao,7.06,Tùng Văn Trần,28/02/2026
cc476b72-6e31-4234-8410-010802568389,Cô Chi Mai,033856203381,year:1936,0794559588,buijohn@example.com,"05 John Số, Quận JohnThành phố, 687191",Huyet ap cao,9.35,Thảo Nguyễn,22/02/2026
1186da93-da7d-4c53-b020-cf0669b41194,Hà Trần,128815354408,year:1997,0798437537,jane80@example.net,"62 Dương Ngõ, Thị xã JaneThành phố, 498013",Tieu duong,10.41,Hà Phạm,30/01/2026
578799d9-3799-4376-be5b-3ac903c501fe,Trung Mai Bảo Mai,145356698007,year:1998,0914592096,tranjane@example.org,"06 Jane Dãy, JaneThành phố, 153312",Khoe manh,6.9,Chị Hà Mai,31/03/2026
85695f97-180d-4855-855f-fde8bc3e1d19,Châu Mai Bảo Dương,572340190553,year:1979,0797229074,janebui@example.com,"3 John Hẻm, JohnXã, 656427",Tieu duong,10.83,Phương Vũ,24/04/2026
3e3b1a40-ca05-43a2-a553-b15f1ea15b0f,Ông Phúc Hoàng,376288610230,year:2000,0946040395,jane28@example.com,"7 John Khu, Quận JanePhường, 642719",Huyet ap cao,7.6,Hạnh Dương,15/02/2026
c9df301e-8ef0-4de1-bb4f-19725115d7ee,Hạnh Quang Hoàng,217615962391,year:1986,0366212096,johnmai@example.org,"JaneXã, 82 Trần Khu, 995909",Khoe manh,6.93,Chị Hạnh Dương,29/03/2026
8aa6b006-436a-4b9d-91c5-6a004bb13407,Thảo Mai,903602895932,year:1986,0891826239,jane57@example.org,"9 Jane Làng, Thành phố JohnThành phố, 905205",Tim mach,11.07,Khoa Nguyễn,08/05/2026
f013a170-d5cf-4b4c-8b34-fc841111ee29,Cô Hải Đặng,270698029304,year:1949,0967501020,jane03@example.com,"613 Jane Ngõ, JaneXã, 976173",Tim mach,8.16,Bác Nam Mai,12/03/2026
e3f342a8-f030-4fd4-be54-898e8eda6433,Chi Bùi,722750766365,year:1971,0751964177,jane55@example.net,"930 Trần Đường, JohnPhường, 843065",Tieu duong,10.06,Lan Trần,02/02/2026
66cc7376-8cca-4963-ae2e-77a4cadec379,Vi Vũ,237853491993,year:1978,0977095911,dangjane@example.com,"01 Jane Hẻm, Thị xã JaneQuận, 635293",Tim mach,7.78,Khoa Hoàng,25/02/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Thành Phạm,788522780823,year:1965,0348191115,phamjohn@example.net,"1 Jane Làng, Quận JohnHuyện, 651581",Tim mach,9.34,Hương Hoàng,19/03/2026
bbf8da91-37a9-4824-aafa-4d5b91ae3d4c,Nhật Mai Hoàng,780443869441,year:2001,0837470025,jane67@example.net,"522 Jane Khu, JohnXã, 659047",Tieu duong,9.2,Quý ông Châu Lê,11/01/2026
51beba8e-0a8a-4b94-863d-fcd64e0648d0,Vũ Đức Phạm,569772268772,year:1956,0515702918,johnbui@example.org,"987 John Tổ, JaneXã, 926628",Tim mach,9.39,Hạnh Hải Mai,08/04/2026
2160446e-b2a7-4475-8619-67736f3acf33,Nhật Thị Nguyễn,559652270714,year:2001,0712684289,janetran@example.com,"611 Jane Số, Huyện JohnXã, 719791",Huyet ap cao,11.86,Tùng Thế Đặng,08/05/2026
2b54500d-4e08-4bb4-8509-d55806326b36,Anh Tùng Vũ,007378373988,year:1955,0551313542,janele@example.com,"375 Hoàng Tổ, JohnXã, 777257",Tim mach,8.57,Quý cô An Hoàng,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Mai Đặng,583108156349,year:1970,0739034248,maijohn@example.net,"038 Phạm Số, Thành phố JohnThành phố, 331744",Huyet ap cao,9.14,Trọng Lê,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Thành Đặng,793046660628,year:1937,0733526451,ydang@example.net,"24 John Đường, Quận JaneThành phố, 539539",Tim mach,8.09,Khoa Tấn Lê,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Anh Hưng Lê,297766404328,year:2003,0726246042,john84@example.org,"260 Jane Đường, Huyện JaneHuyện, 796635",Huyet ap cao,10.85,Nhật Trần,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Mai Hoàng,060167616569,year:1953,0515948482,duongjane@example.org,"22 Hoàng Số, Quận JaneThị xã, 895635",Khoe manh,6.8,Tú Trần,21/01/2026
c32fc21b-06b4-4d27-af4b-8be821acfdb5,Hà Đức Đặng,882726159132,year:1966,0741452220,vle@example.com,"95 John Hẻm, Thị xã JohnXã, 797727",Khoe manh,6.74,Hải Mai Dương,03/01/2026
69bd40d8-f340-4dd3-8515-75b9ece9504b,Hải Đức Hoàng,415577320831,year:1944,0996293051,lejane@example.org,"820 John Dãy, Quận JanePhường, 331748",Khoe manh,8.07,Quý cô Vân Phạm,11/04/2026
